text,category,category2
"@MarshallOfSound
 
 I found there is threading_and_tasks.md#Posting-to-the-Current-Thread, maybe promise should remember the thread it was created on and assert that it is resolved on the same thread?",solution,question
"I think security whole in the master process can be exploited via IpcRenderer. If I need a pre-load file to expose ipcRenderer this is fine, I will just avoid to expose it. But if it is automatically exposed what is the best way to disable it before starting the renderer process ?
 
 Thanks.",solution,question
It may be good to get matching guix hashes from different arches before merging this?,solution,question
"Btw what if you just extract app.asar into app directory and modify files there? The checksum would be still valid, but Electron will use files from app instead of app.asar, as the former has priority.",solution,question
Do you mind following the convention of TestAccAWSResourceName_(basic|another|test) here? This convention allows us to easily filter tests for a specific resource without unintentionally running tests for other resources whose name overlaps with another resource.,solution,question
"Found during testing: wound up switching validation_method to Computed: true (for now) instead of using this, since it breaks Terraform resource import functionality for this attribute.",solution,statusofactions
"Oh gosh, I see now that the condition is not has_tick_scheduled. My bad! Yeah, it is funky.",solution,statusofactions
"Happy to help. Updates:

I've run the pre-commit install command for formatting.
I've gone ahead and wrote unit tests for retrieve_utils.py.
I've replaced PyPDF2 with pypdf as the former is deprecated.
I also added some further clarification in the agentchat_RetrieveChat.ipynb notebook to explain what TEXT_FORMATS are accepted.
Let me know if this PR is good to merge.",statusofactions,
"""@sonichi I have reverted the changes by adding space in -""",statusofactions,
"""Fixed the formatting issue in the README.""",statusofactions,
"""Hi, I've made the changes you suggested to the README.md file. Here's a summary of what I did: ...""",statusofactions,
"""Hi, I've made the changes you suggested to the README.md file. The 'Features of AutoGen' are now bullet points under the 'Multi-Agent Conversation Framework' section. ...""",statusofactions,
"""Thanks. There are only two issues left.""",statusofactions,
"""Thanks. I refactored the code a little bit to keep the code style consistent""",statusofactions,
"""Thanks @WebSnke, I have added your suggestions into the README""",statusofactions,
"""Ok I just sent a photo to my iPhone then I got it. Committed the recent changes.""",statusofactions,
"""Thanks for the nice tutorial. I have created a token with access to public repos. After finish, it looks like this:""",statusofactions,
I also added this to the repository secrets:,statusofactions,
Now it is removed. I also fixed some small typos.,statusofactions,
"added Run cd app line in ""Getting Started"" part after ""Run dart run build_runner build -d to generate code"".",statusofactions,
"Thanks @WebSnke, I have added your suggestions into the README",statusofactions,
Testing out the dialog right now!,statusofactions,
"Edit: Testing on android, so the system level response on IOS is still untested",statusofactions,
I also added some minor changes on the swift/iOS side.,statusofactions,
I did end up installing the flatpak version and it runs fine on my end,statusofactions,
